0.0012 	 6.4e-08 	 7.87053297913e-17 	 2.38805150967e-08 	 2.03689717807e-08 	 1.0 	 0.0 	 0.8 	 0.835 	 0.0 	 0.0 	 0.000568449299736
0.0012 	 6.8e-08 	 8.88509387097e-17 	 2.69588625149e-08 	 2.29946592288e-08 	 1.0 	 0.0 	 0.825 	 0.815 	 0.0 	 0.0 	 0.000728252660183
0.0012 	 7.3e-08 	 1.02397632436e-16 	 3.10691558562e-08 	 2.65005486027e-08 	 1.0 	 0.0 	 0.81 	 0.815 	 0.0 	 0.0 	 0.000957703826169
0.0012 	 7.7e-08 	 1.1392673348e-16 	 3.45672777757e-08 	 2.94842841365e-08 	 1.0 	 0.0 	 0.8 	 0.78 	 0.0 	 0.0 	 0.00115411344294
0.0012 	 8.2e-08 	 1.29202792362e-16 	 3.92022892139e-08 	 3.34377335737e-08 	 1.0 	 0.0 	 0.84 	 0.835 	 0.0 	 0.0 	 0.00157240910673
0.0012 	 8.8e-08 	 1.48802264137e-16 	 4.51490961674e-08 	 3.85100835476e-08 	 1.0 	 0.0 	 0.77 	 0.79 	 0.0 	 0.0 	 0.00194001755553
0.0012 	 9.4e-08 	 1.69785228036e-16 	 5.15156775083e-08 	 4.39404814537e-08 	 1.0 	 0.0 	 0.825 	 0.795 	 0.0 	 0.0 	 0.00262939987529
0.0012 	 1e-07 	 1.92151684061e-16 	 5.83020331922e-08 	 4.9728927225e-08 	 1.0 	 0.0 	 0.84 	 0.77 	 0.0 	 0.0 	 0.0033536226442
0.0012 	 1.1e-07 	 2.32503537713e-16 	 7.05454577482e-08 	 6.01719985919e-08 	 1.0 	 0.0 	 0.845 	 0.79 	 0.0 	 0.0 	 0.00498240157777
0.0012 	 1.1e-07 	 2.32503537713e-16 	 7.05454577482e-08 	 6.01719985919e-08 	 1.0 	 0.0 	 0.84 	 0.825 	 0.0 	 0.0 	 0.00506393092708
0.0012 	 1.2e-07 	 2.76698425047e-16 	 8.39549217723e-08 	 7.16096468486e-08 	 1.0 	 0.0 	 0.855 	 0.855 	 0.0 	 0.0 	 0.00736060456333
0.0012 	 1.3e-07 	 3.24736346063e-16 	 9.85304250065e-08 	 8.40418716302e-08 	 1.0 	 0.0 	 0.815 	 0.805 	 0.0 	 0.0 	 0.00960933836122
0.0012 	 1.4e-07 	 3.76617300759e-16 	 1.14271967166e-07 	 9.74686725406e-08 	 1.0 	 0.0 	 0.85 	 0.75 	 0.0 	 0.0 	 0.0128225142246
0.0012 	 1.5e-07 	 4.32341289137e-16 	 1.31179547937e-07 	 1.11890049154e-07 	 1.0 	 0.0 	 0.885 	 0.805 	 0.0 	 0.0 	 0.0178267620538
0.0012 	 1.6e-07 	 4.91908311195e-16 	 1.49253166995e-07 	 1.27306001015e-07 	 1.0 	 0.0 	 0.83 	 0.795 	 0.0 	 0.0 	 0.022144570885
0.0012 	 1.7e-07 	 5.55318366935e-16 	 1.68492823982e-07 	 1.43716527626e-07 	 1.0 	 0.0 	 0.83 	 0.825 	 0.0 	 0.0 	 0.0287005390606
0.0012 	 1.8e-07 	 6.22571456357e-16 	 1.88898518523e-07 	 1.61121628469e-07 	 1.0 	 0.0 	 0.815 	 0.79 	 0.0 	 0.0 	 0.0350181974503
0.0012 	 1.9e-07 	 6.93667579459e-16 	 2.10470250222e-07 	 1.79521302986e-07 	 1.0 	 0.0 	 0.815 	 0.86 	 0.0 	 0.0 	 0.0452162459352
0.0012 	 2e-07 	 7.68606736243e-16 	 2.33208018649e-07 	 1.98915550597e-07 	 1.0 	 0.0 	 0.84 	 0.805 	 0.0 	 0.0 	 0.0547281436586
0.0012 	 2.1e-07 	 8.47388926708e-16 	 2.57111823363e-07 	 2.1930437068e-07 	 1.0 	 0.0 	 0.835 	 0.755 	 0.0 	 0.0 	 0.0644461603005
0.0012 	 2.3e-07 	 1.01648240868e-15 	 3.08417539761e-07 	 2.63065725638e-07 	 1.0 	 0.0 	 0.84 	 0.815 	 0.0 	 0.0 	 0.0962546428583
0.0012 	 2.4e-07 	 1.10679370019e-15 	 3.35819450439e-07 	 2.86438259118e-07 	 1.0 	 0.0 	 0.875 	 0.81 	 0.0 	 0.0 	 0.116403044957
0.0012 	 2.6e-07 	 1.29894538425e-15 	 3.94121374069e-07 	 3.36167034371e-07 	 1.0 	 0.0 	 0.87 	 0.845 	 0.0 	 0.0 	 0.162873914685
0.0012 	 2.8e-07 	 1.50646920304e-15 	 4.57087430229e-07 	 3.89874082004e-07 	 1.0 	 0.0 	 0.84 	 0.86 	 0.0 	 0.0 	 0.216704134159
0.0012 	 2.9e-07 	 1.61599566295e-15 	 4.90319506479e-07 	 4.18219455849e-07 	 1.0 	 0.0 	 0.795 	 0.85 	 0.0 	 0.0 	 0.240877257711
0.0012 	 3.1e-07 	 1.84657768382e-15 	 5.60281752066e-07 	 4.77893899077e-07 	 1.0 	 0.0 	 0.855 	 0.835 	 0.0 	 0.0 	 0.324289437331
0.0012 	 3.3e-07 	 2.09253183942e-15 	 6.34908117171e-07 	 5.41546596647e-07 	 1.0 	 0.0 	 0.825 	 0.825 	 0.0 	 0.0 	 0.40619187614
0.0012 	 3.6e-07 	 2.49028582543e-15 	 7.55592876035e-07 	 6.44484852012e-07 	 1.0 	 0.0 	 0.81 	 0.835 	 0.0 	 0.0 	 0.572852940204
0.0012 	 3.8e-07 	 2.77467031784e-15 	 8.41879513567e-07 	 7.18083148855e-07 	 1.0 	 0.0 	 0.845 	 0.78 	 0.0 	 0.0 	 0.705594802299
