0.6 	 2e-07 	 2.00695503368e-16 	 0.00900353947238 	 0.0 	 0.0784290340847 	 0.0688440618234 	 0.455 	 0.0 	 0.41 	 0.0 	 0.197480634005
0.5 	 2e-07 	 2.22805321518e-16 	 0.0565678632429 	 0.0 	 0.164172168008 	 0.135479523336 	 0.37 	 0.0 	 0.39 	 0.0 	 2.44791338593
0.01 	 1e-06 	 8.91046629942e-15 	 0.00953779987156 	 0.0 	 0.97545481035 	 0.0 	 0.395 	 0.0 	 0.0 	 0.0 	 55.9949676764
0.01 	 8e-07 	 5.70269843163e-15 	 0.000784510523223 	 0.0 	 0.97545481035 	 0.0 	 0.35 	 0.0 	 0.0 	 0.0 	 2.61186357595
0.002 	 2e-06 	 3.56466715372e-14 	 0.000196720682883 	 0.0 	 0.736694098576 	 0.0 	 0.345 	 0.0 	 0.0 	 0.0 	 3.04769430869
0.1 	 3e-07 	 7.82670455464e-16 	 0.0102594178354 	 0.0 	 0.985634278484 	 0.0 	 0.365 	 0.0 	 0.0 	 0.0 	 4.93976662771
0.1 	 2e-07 	 3.47853535762e-16 	 0.00469831074387 	 0.0 	 0.985634278484 	 0.0 	 0.335 	 0.0 	 0.0 	 0.0 	 0.922772994103
0.1 	 2.5e-07 	 5.43521149628e-16 	 0.00724275042578 	 0.0 	 0.985634278484 	 0.0 	 0.37 	 0.0 	 0.0 	 0.0 	 2.45489884706
0.6 	 3e-07 	 4.51564882578e-16 	 0.000314725530502 	 0.0 	 0.0784290340847 	 0.0688440618234 	 0.565 	 0.0 	 0.58 	 0.0 	 0.020472774752
0.6 	 1e-07 	 5.0173875842e-17 	 0.0681154886709 	 0.0 	 0.0784290340847 	 0.0688440618234 	 0.35 	 0.0 	 0.375 	 0.0 	 0.311297267465
0.5 	 4e-07 	 8.91221286073e-16 	 0.00366867478584 	 0.0 	 0.164172168008 	 0.135479523336 	 0.42 	 0.0 	 0.59 	 0.0 	 0.832419969434
0.5 	 3e-07 	 5.01311973416e-16 	 0.0187465314018 	 0.0 	 0.164172168008 	 0.135479523336 	 0.47 	 0.0 	 0.47 	 0.0 	 2.26328738535
0.4 	 4e-07 	 9.98231426521e-16 	 0.0430753693748 	 0.0 	 0.331214195684 	 0.241912003642 	 0.425 	 0.0 	 0.38 	 0.0 	 17.1095631477
0.4 	 7e-07 	 3.05708374372e-15 	 0.00366836817819 	 0.0 	 0.331214195684 	 0.241912003642 	 0.545 	 0.0 	 0.595 	 0.0 	 6.22190406529
0.4 	 8e-07 	 3.99292570609e-15 	 0.001210388582 	 0.0 	 0.331214195684 	 0.241912003642 	 0.525 	 0.0 	 0.54 	 0.0 	 2.51667935325
0.1 	 1e-05 	 8.69633839404e-13 	 2.82129027938e-08 	 0.0 	 0.985634278484 	 0.0 	 0.59 	 0.0 	 0.0 	 0.0 	 0.0243976571669
0.1 	 8e-06 	 5.56565657219e-13 	 5.43825246186e-06 	 0.0 	 0.985634278484 	 0.0 	 0.665 	 0.0 	 0.0 	 0.0 	 3.39241773216
0.01 	 0.0001 	 8.91046629942e-11 	 2.75345131953e-08 	 0.0 	 0.97545481035 	 0.0 	 0.67 	 0.0 	 0.0 	 0.0 	 2.74192709056
0.002 	 0.0005 	 2.22791697107e-09 	 2.75305680784e-08 	 0.0 	 0.736694098576 	 0.0 	 0.57 	 0.0 	 0.0 	 0.0 	 44.0425373776
0.002 	 0.0006 	 3.20820043835e-09 	 5.12686482611e-11 	 0.0 	 0.736694098576 	 0.0 	 0.635 	 0.0 	 0.0 	 0.0 	 0.131574093769
0.002 	 0.00055 	 2.695779535e-09 	 1.35032641417e-09 	 0.0 	 0.736694098576 	 0.0 	 0.65 	 0.0 	 0.0 	 0.0 	 2.98071046993
