0.0013 	 3.2e-09 	 2.02887030777 	 2.42958202177e-08 	 1.39304311869e-08 	 1.0 	 0.0 	 0.59 	 0.6 	 0.0 	 0.0 	 2.02327047653e-17 	 0.000186305712358
0.0013 	 3.4e-09 	 2.02887030777 	 2.74277008819e-08 	 1.57261485983e-08 	 1.0 	 0.0 	 0.62 	 0.56 	 0.0 	 0.0 	 2.28408268639e-17 	 0.000239229478774
0.0013 	 3.7e-09 	 2.02887030777 	 3.24814162575e-08 	 1.86237824268e-08 	 1.0 	 0.0 	 0.65 	 0.525 	 0.0 	 0.0 	 2.70493875231e-17 	 0.00033905124157
0.0013 	 3.9e-09 	 2.02887030777 	 3.6087822593e-08 	 2.06915766584e-08 	 1.0 	 0.0 	 0.59 	 0.505 	 0.0 	 0.0 	 3.00526796367e-17 	 0.000387069481692
0.0013 	 4.1e-09 	 2.02887030777 	 3.98840390025e-08 	 2.28682014249e-08 	 1.0 	 0.0 	 0.63 	 0.58 	 0.0 	 0.0 	 3.32140397563e-17 	 0.000517403982783
0.0013 	 4.4e-09 	 2.02887030777 	 4.5934257235e-08 	 2.63371955931e-08 	 1.0 	 0.0 	 0.54 	 0.555 	 0.0 	 0.0 	 3.82524574469e-17 	 0.000611897019036
0.0013 	 4.7e-09 	 2.02887030777 	 5.24115474215e-08 	 3.00510578293e-08 	 1.0 	 0.0 	 0.57 	 0.54 	 0.0 	 0.0 	 4.36465281509e-17 	 0.000816498132481
0.0013 	 5e-09 	 2.02887030777 	 5.93159090996e-08 	 3.40097877003e-08 	 1.0 	 0.0 	 0.66 	 0.53 	 0.0 	 0.0 	 4.93962518684e-17 	 0.0011459732545
0.0013 	 5.4e-09 	 2.02887030777 	 6.91860572389e-08 	 3.96689986095e-08 	 1.0 	 0.0 	 0.625 	 0.56 	 0.0 	 0.0 	 5.76157881793e-17 	 0.00153029357165
0.0013 	 5.7e-09 	 2.02887030777 	 7.70869170691e-08 	 4.41990844484e-08 	 1.0 	 0.0 	 0.565 	 0.545 	 0.0 	 0.0 	 6.41953689282e-17 	 0.00176200985178
0.0013 	 6.1e-09 	 2.02887030777 	 8.82857274193e-08 	 5.06201014621e-08 	 1.0 	 0.0 	 0.635 	 0.63 	 0.0 	 0.0 	 7.35213812809e-17 	 0.00262388113623
0.0013 	 6.5e-09 	 2.02887030777 	 1.00243771383e-07 	 5.74764344571e-08 	 1.0 	 0.0 	 0.63 	 0.545 	 0.0 	 0.0 	 8.34796656576e-17 	 0.00320034460139
0.0013 	 6.9e-09 	 2.02887030777 	 1.12961047439e-07 	 6.47680820137e-08 	 1.0 	 0.0 	 0.595 	 0.545 	 0.0 	 0.0 	 9.40702220582e-17 	 0.00391295179473
0.0013 	 7.4e-09 	 2.02887030777 	 1.29925310159e-07 	 7.44948002529e-08 	 1.0 	 0.0 	 0.655 	 0.605 	 0.0 	 0.0 	 1.08197550093e-16 	 0.00571497133466
0.0013 	 7.8e-09 	 2.02887030777 	 1.44350852335e-07 	 8.27658999257e-08 	 1.0 	 0.0 	 0.575 	 0.55 	 0.0 	 0.0 	 1.20210718547e-16 	 0.00626914448254
0.0013 	 8.4e-09 	 2.02887030777 	 1.67412714611e-07 	 9.59887538806e-08 	 1.0 	 0.0 	 0.595 	 0.53 	 0.0 	 0.0 	 1.39415981273e-16 	 0.00851312310886
0.0013 	 8.9e-09 	 2.02887030777 	 1.87935848864e-07 	 1.07755982319e-07 	 1.0 	 0.0 	 0.6 	 0.475 	 0.0 	 0.0 	 1.5650708442e-16 	 0.0104116138143
